cod_produto,produto,valor_venda,custo_produto,lucro,nota_fiscal,email_cliente,data_criacao_pedido,data_venda,estado,tamanho,canal_venda,forma_pagamento
P5293,Camiseta Masculina,257.71,129.76,127.95,NF463560,vsdqxs@email.com,2025-09-28,2025-10-03,RS,39,Loja,Cartão
P5294,Camiseta Masculina,249.74,153.12,96.62,NF467803,mqugrm@email.com,2026-01-03,2026-01-07,CE,G,Loja,Dinheiro
P5295,Camiseta Feminina,207.16,114.45,92.71,NF846027,oledzo@email.com,2025-09-23,2025-09-28,PE,M,Online,Boleto
P5296,Calça Masculina,271.59,220.43,51.16,NF791934,kcteeg@email.com,2025-09-25,2025-09-27,PE,37,Loja,Pix
P5297,Calça Masculina,115.8,93.31,22.49,NF393802,bshhjm@email.com,2025-03-15,2025-03-15,CE,M,Loja,Pix
P5298,Calça Masculina,272.89,174.75,98.14,NF935776,ircsov@email.com,2026-01-25,2026-01-26,PR,G,Loja,Dinheiro
P5299,Calça Feminina,438.14,282.94,155.2,NF313246,dzcyke@email.com,2025-01-10,2025-01-10,SC,37,Online,Cartão
P5300,Calça Feminina,233.98,151.85,82.13,NF824830,gqcgvb@email.com,2025-01-07,2025-01-08,RJ,39,Loja,Dinheiro
P5301,Tênis Feminino,163.03,91.8,71.23,NF712224,qhimsp@email.com,2025-09-15,2025-09-19,MG,42,Online,Dinheiro
P5302,Tênis Feminino,309.24,163.71,145.53,NF703715,xpmkww@email.com,2025-10-23,2025-10-27,RJ,36,Loja,Pix
P5303,Calça Feminina,90.22,69.25,20.97,NF679421,bfcptu@email.com,2025-05-21,2025-05-21,PE,36,Online,Pix
P5304,Calça Masculina,196.52,141.28,55.24,NF625861,gglivt@email.com,2025-12-28,2025-12-28,PR,38,Online,Dinheiro
P5305,Calça Masculina,404.33,209.89,194.44,NF640413,qmmgdw@email.com,2026-02-26,2026-02-26,BA,39,Loja,Boleto
P5306,Calça Masculina,435.08,279.75,155.33,NF413619,pgadqm@email.com,2025-02-06,2025-02-11,RS,M,Online,Dinheiro
P5307,Camiseta Feminina,352.57,278.07,74.5,NF941697,kbsruw@email.com,2026-01-22,2026-01-27,CE,40,Loja,Dinheiro
P5308,Camiseta Masculina,502.67,255.64,247.03,NF940948,acmkuv@email.com,2025-06-28,2025-07-03,BA,37,Online,Cartão
P5309,Camiseta Masculina,190.15,97.4,92.75,NF251852,pzdjcq@email.com,2025-07-25,2025-07-26,RJ,36,Online,Boleto
P5310,Tênis Masculino,198.46,112.74,85.72,NF575486,emvosk@email.com,2025-06-27,2025-07-01,PE,36,Loja,Dinheiro
P5311,Calça Feminina,355.21,292.56,62.65,NF768991,mlmvgo@email.com,2025-09-06,2025-09-08,MG,36,Loja,Pix
P5312,Camiseta Feminina,237.88,167.7,70.18,NF366337,rcuwqf@email.com,2025-04-29,2025-05-02,CE,G,Online,Pix
P5313,Tênis Masculino,206.16,122.1,84.06,NF848081,dpabde@email.com,2025-09-14,2025-09-15,PR,37,Loja,Cartão
P5314,Camiseta Feminina,222.37,166.2,56.17,NF992269,nbkxhe@email.com,2025-03-04,2025-03-07,RS,39,Online,Cartão
P5315,Calça Masculina,142.48,95.02,47.46,NF527299,pvrypz@email.com,2026-04-24,2026-04-26,CE,40,Loja,Pix
P5316,Camiseta Masculina,218.07,162.21,55.86,NF523428,nevsoj@email.com,2026-03-18,2026-03-22,RS,M,Loja,Cartão
P5317,Calça Feminina,500.56,254.48,246.08,NF852725,xdjdgt@email.com,2025-09-25,2025-09-30,SP,37,Loja,Cartão
P5318,Tênis Feminino,152.82,83.38,69.44,NF143328,jkrqkw@email.com,2025-07-15,2025-07-17,CE,37,Online,Cartão
P5319,Camiseta Feminina,429.21,275.36,153.85,NF952217,pnrpmy@email.com,2025-10-23,2025-10-23,BA,P,Online,Pix
P5320,Camiseta Masculina,156.86,101.31,55.55,NF452326,wtykcq@email.com,2026-04-03,2026-04-03,CE,M,Loja,Boleto
P5321,Calça Masculina,247.55,183.25,64.3,NF370770,bfktie@email.com,2025-12-17,2025-12-20,PR,39,Online,Pix
P5322,Camiseta Feminina,87.26,70.99,16.27,NF532189,acveyd@email.com,2025-07-13,2025-07-17,CE,37,Loja,Boleto
P5323,Camiseta Feminina,369.1,211.04,158.06,NF700697,sdratq@email.com,2025-10-16,2025-10-17,SC,39,Loja,Pix
P5324,Camiseta Feminina,109.63,68.57,41.06,NF598957,wogrkv@email.com,2026-02-01,2026-02-03,SP,39,Online,Pix
P5325,Camiseta Masculina,332.7,252.02,80.68,NF869253,fltsrz@email.com,2026-01-02,2026-01-03,BA,42,Loja,Dinheiro
P5326,Camiseta Masculina,355.85,217.38,138.47,NF811464,omoqzy@email.com,2025-11-18,2025-11-18,SP,38,Online,Cartão
P5327,Calça Masculina,289.91,182.72,107.19,NF636301,otokkt@email.com,2026-01-08,2026-01-10,RJ,41,Loja,Boleto
P5328,Camiseta Masculina,349.26,196.14,153.12,NF983323,qonqyd@email.com,2025-10-17,2025-10-22,MG,P,Online,Boleto
P5329,Tênis Feminino,423.75,216.0,207.75,NF273462,fmbtgf@email.com,2026-03-11,2026-03-11,PE,42,Online,Cartão
P5330,Tênis Feminino,168.95,89.79,79.16,NF852726,gtrspr@email.com,2025-11-30,2025-12-05,PB,G,Loja,Dinheiro
P5331,Calça Masculina,475.38,268.47,206.91,NF581879,vvbhrk@email.com,2025-02-19,2025-02-22,RJ,P,Loja,Pix
P5332,Tênis Masculino,422.14,256.66,165.48,NF386835,wzurer@email.com,2026-04-30,2026-05-05,RS,36,Loja,Pix
P5333,Calça Masculina,332.96,226.62,106.34,NF988279,voruxk@email.com,2026-03-03,2026-03-08,SC,P,Online,Cartão
P5334,Tênis Feminino,134.91,84.84,50.07,NF674672,aywzft@email.com,2025-07-09,2025-07-11,PB,36,Loja,Cartão
P5335,Tênis Feminino,273.11,177.44,95.67,NF322922,jgdpls@email.com,2026-04-18,2026-04-21,CE,42,Online,Boleto
P5336,Camiseta Feminina,254.52,158.03,96.49,NF877937,zjuuci@email.com,2026-03-29,2026-04-03,BA,36,Online,Pix
P5337,Calça Masculina,84.96,55.73,29.23,NF435760,dedvpr@email.com,2025-07-30,2025-08-03,RJ,G,Loja,Pix
P5338,Tênis Masculino,199.61,138.55,61.06,NF373831,rvumfx@email.com,2026-03-22,2026-03-27,BA,M,Loja,Cartão
P5339,Calça Feminina,128.54,71.38,57.16,NF112655,cmesxl@email.com,2025-03-17,2025-03-18,SC,41,Online,Cartão
P5340,Calça Feminina,200.44,113.29,87.15,NF971916,otiiaj@email.com,2025-04-23,2025-04-23,SP,40,Online,Cartão
P5341,Camiseta Feminina,487.38,290.39,196.99,NF821044,nlskoj@email.com,2025-03-24,2025-03-25,MG,37,Loja,Boleto
P5342,Calça Feminina,107.65,81.24,26.41,NF832864,jveogq@email.com,2026-04-20,2026-04-24,PB,36,Online,Boleto
P5343,Tênis Feminino,376.2,267.5,108.7,NF424433,ewbcaa@email.com,2025-12-13,2025-12-13,MG,37,Online,Boleto
P5344,Calça Masculina,526.8,281.28,245.52,NF458217,uqmanl@email.com,2026-03-21,2026-03-22,RS,37,Online,Boleto
P5345,Calça Masculina,382.79,198.3,184.49,NF852741,xkotch@email.com,2026-03-31,2026-03-31,RS,37,Online,Cartão
P5346,Tênis Feminino,370.61,206.29,164.32,NF198869,vmgwhk@email.com,2026-01-02,2026-01-03,PB,40,Online,Pix
P5347,Camiseta Masculina,405.48,229.34,176.14,NF659895,jekgon@email.com,2025-07-09,2025-07-09,PR,37,Loja,Pix
P5348,Camiseta Feminina,294.88,239.51,55.37,NF358311,ffuxpe@email.com,2026-03-18,2026-03-21,BA,G,Online,Boleto
P5349,Tênis Masculino,208.14,135.65,72.49,NF212797,xggqep@email.com,2025-01-03,2025-01-03,CE,38,Loja,Boleto
P5350,Tênis Masculino,125.88,70.92,54.96,NF976805,klfudo@email.com,2026-01-23,2026-01-28,SP,P,Online,Boleto
P5351,Tênis Feminino,369.42,193.46,175.96,NF987806,cbtqks@email.com,2026-03-13,2026-03-13,SP,G,Loja,Boleto
P5352,Camiseta Feminina,180.06,116.33,63.73,NF451851,lhejwn@email.com,2025-09-22,2025-09-24,RJ,38,Loja,Cartão
P5353,Tênis Feminino,325.16,215.07,110.09,NF771240,bqixaa@email.com,2025-09-26,2025-09-29,BA,40,Online,Pix
P5354,Camiseta Masculina,288.75,206.51,82.24,NF413262,cahfnn@email.com,2025-09-18,2025-09-23,CE,G,Loja,Dinheiro
P5355,Camiseta Feminina,490.0,299.13,190.87,NF976952,jugyiw@email.com,2026-02-02,2026-02-05,BA,P,Online,Dinheiro
P5356,Tênis Feminino,79.76,55.3,24.46,NF801785,szhcbb@email.com,2025-08-15,2025-08-15,SC,P,Loja,Cartão
P5357,Tênis Feminino,178.53,105.21,73.32,NF697487,hpqrht@email.com,2026-03-06,2026-03-09,RS,42,Online,Dinheiro
P5358,Calça Feminina,346.89,182.19,164.7,NF640499,wafelk@email.com,2026-02-02,2026-02-04,PE,37,Online,Dinheiro
P5359,Calça Masculina,276.63,205.92,70.71,NF937751,lcceqv@email.com,2025-01-11,2025-01-13,RS,41,Loja,Dinheiro
P5360,Tênis Masculino,76.83,57.71,19.12,NF937078,vpszsj@email.com,2025-07-19,2025-07-24,SC,M,Online,Cartão
P5361,Calça Masculina,284.33,179.77,104.56,NF336638,oryfbv@email.com,2025-09-24,2025-09-28,PB,M,Loja,Dinheiro
P5362,Calça Masculina,335.07,175.37,159.7,NF699849,ficqnp@email.com,2025-11-20,2025-11-22,MG,M,Loja,Pix
P5363,Tênis Masculino,309.06,161.87,147.19,NF645425,vylris@email.com,2025-10-31,2025-10-31,PR,M,Online,Pix
P5364,Camiseta Feminina,506.34,290.77,215.57,NF716632,dfxlky@email.com,2025-11-08,2025-11-09,RJ,G,Loja,Pix
P5365,Tênis Masculino,410.72,211.83,198.89,NF982016,pzkskp@email.com,2025-05-06,2025-05-10,MG,37,Loja,Dinheiro
P5366,Camiseta Masculina,368.53,199.17,169.36,NF139620,oczmxj@email.com,2025-08-27,2025-09-01,PB,37,Loja,Cartão
P5367,Camiseta Feminina,293.85,160.86,132.99,NF977683,uaapbp@email.com,2025-05-25,2025-05-29,PB,P,Loja,Cartão
P5368,Calça Masculina,528.08,269.5,258.58,NF659697,pkgfin@email.com,2025-02-25,2025-02-28,RS,37,Online,Pix
P5369,Tênis Masculino,352.68,285.77,66.91,NF701816,krkiyo@email.com,2025-10-20,2025-10-24,RS,36,Online,Dinheiro
P5370,Calça Feminina,272.45,165.16,107.29,NF452539,bcqrxg@email.com,2025-07-12,2025-07-17,SP,39,Loja,Pix
P5371,Calça Feminina,275.77,186.47,89.3,NF525102,oiexvp@email.com,2025-11-03,2025-11-08,PE,36,Online,Dinheiro
P5372,Calça Masculina,328.09,241.7,86.39,NF134505,sahgbz@email.com,2025-01-31,2025-02-01,PB,42,Loja,Pix
P5373,Camiseta Feminina,282.0,151.05,130.95,NF260038,kmiqdp@email.com,2026-01-28,2026-02-02,PR,42,Loja,Pix
P5374,Calça Feminina,366.99,196.03,170.96,NF828794,pvfydh@email.com,2025-06-17,2025-06-17,CE,M,Online,Pix
P5375,Tênis Feminino,339.31,172.82,166.49,NF547524,sckmns@email.com,2025-02-10,2025-02-13,PB,G,Loja,Cartão
P5376,Tênis Masculino,142.53,97.11,45.42,NF650665,qaedpu@email.com,2026-01-16,2026-01-20,PE,P,Online,Boleto
P5377,Camiseta Feminina,122.88,78.53,44.35,NF161899,lmtcht@email.com,2026-03-31,2026-04-05,PR,41,Loja,Pix
P5378,Camiseta Feminina,504.88,284.4,220.48,NF501819,znqlwp@email.com,2025-04-11,2025-04-11,CE,42,Loja,Boleto
P5379,Camiseta Feminina,153.85,96.13,57.72,NF735665,vscxee@email.com,2025-07-09,2025-07-09,SP,G,Online,Boleto
P5380,Tênis Masculino,467.18,279.94,187.24,NF240503,bksvtg@email.com,2025-10-31,2025-11-01,PR,38,Loja,Dinheiro
P5381,Camiseta Masculina,226.87,133.24,93.63,NF618955,mdvbza@email.com,2026-02-06,2026-02-07,SP,41,Loja,Boleto
P5382,Camiseta Masculina,181.29,97.43,83.86,NF619632,wuczwe@email.com,2025-12-20,2025-12-22,SP,42,Loja,Cartão
P5383,Camiseta Feminina,303.17,201.55,101.62,NF980700,olwwkr@email.com,2025-01-18,2025-01-20,CE,M,Online,Dinheiro
P5384,Calça Feminina,262.14,192.86,69.28,NF514646,wctiui@email.com,2025-10-14,2025-10-14,PE,M,Online,Boleto
P5385,Calça Masculina,81.76,53.38,28.38,NF995225,hpfhvh@email.com,2025-11-07,2025-11-10,PB,42,Loja,Pix
P5386,Calça Masculina,434.22,218.54,215.68,NF290757,xhbogq@email.com,2025-02-01,2025-02-04,PB,42,Online,Dinheiro
P5387,Calça Feminina,314.12,179.25,134.87,NF505526,jgktwt@email.com,2025-08-29,2025-08-29,SP,37,Online,Pix
P5388,Calça Feminina,328.93,190.04,138.89,NF549259,ymkokj@email.com,2025-03-15,2025-03-18,PE,36,Loja,Cartão
P5389,Tênis Masculino,274.93,144.42,130.51,NF237471,epshbt@email.com,2026-04-17,2026-04-22,MG,G,Online,Pix
P5390,Camiseta Feminina,152.25,89.4,62.85,NF766438,qhmqrp@email.com,2026-02-01,2026-02-01,PE,P,Online,Boleto
P5391,Tênis Masculino,430.11,275.23,154.88,NF203365,qtjpws@email.com,2025-03-27,2025-03-30,SP,39,Online,Dinheiro
P5392,Tênis Masculino,173.56,139.01,34.55,NF716670,daeprh@email.com,2025-06-13,2025-06-16,RS,41,Loja,Cartão
P5393,Camiseta Masculina,112.92,68.92,44.0,NF132679,ujftgu@email.com,2026-03-21,2026-03-26,CE,41,Loja,Cartão
P5394,Calça Masculina,384.04,215.1,168.94,NF697986,faexvy@email.com,2026-01-18,2026-01-21,PR,40,Loja,Cartão
P5395,Calça Feminina,414.81,219.91,194.9,NF642341,jglfrh@email.com,2025-12-09,2025-12-14,BA,M,Loja,Boleto
P5396,Calça Feminina,171.32,95.39,75.93,NF161527,ocywja@email.com,2026-03-06,2026-03-08,CE,M,Loja,Pix
P5397,Camiseta Feminina,128.35,76.27,52.08,NF104892,ftxuzs@email.com,2025-03-09,2025-03-10,SC,36,Loja,Boleto
P5398,Camiseta Feminina,91.57,60.18,31.39,NF213064,gtiqcc@email.com,2025-02-11,2025-02-14,PR,37,Online,Pix
P5399,Camiseta Masculina,247.15,171.75,75.4,NF248619,nxgevl@email.com,2025-05-01,2025-05-02,CE,P,Online,Dinheiro
P5400,Calça Masculina,295.67,158.36,137.31,NF640713,xiduab@email.com,2025-10-15,2025-10-20,CE,36,Loja,Pix
P5401,Calça Masculina,160.12,116.18,43.94,NF825427,gfhnqj@email.com,2025-11-12,2025-11-13,BA,G,Loja,Pix
P5402,Calça Masculina,469.53,257.62,211.91,NF536961,pjdcyh@email.com,2025-04-29,2025-05-01,MG,36,Online,Dinheiro
P5403,Calça Masculina,210.89,127.95,82.94,NF118459,fzmxel@email.com,2025-01-21,2025-01-26,MG,42,Online,Cartão
P5404,Camiseta Masculina,346.5,243.12,103.38,NF557644,pralbb@email.com,2025-04-11,2025-04-11,RJ,42,Online,Pix
P5405,Camiseta Feminina,245.62,147.04,98.58,NF307855,exxzna@email.com,2025-12-06,2025-12-06,CE,42,Loja,Boleto
P5406,Camiseta Feminina,107.96,69.78,38.18,NF260586,yrucks@email.com,2025-02-28,2025-03-02,RS,38,Online,Boleto
P5407,Camiseta Masculina,96.02,58.4,37.62,NF207549,zphtvk@email.com,2025-09-08,2025-09-09,RS,M,Loja,Boleto
P5408,Calça Masculina,204.69,109.78,94.91,NF720404,yvrkvi@email.com,2026-03-16,2026-03-21,CE,M,Loja,Dinheiro
P5409,Calça Masculina,294.55,238.55,56.0,NF155571,qtqkec@email.com,2025-10-09,2025-10-11,CE,39,Online,Cartão
P5410,Camiseta Feminina,269.85,175.32,94.53,NF478890,bwgtmb@email.com,2025-12-28,2025-12-30,MG,42,Online,Dinheiro
P5411,Tênis Feminino,314.13,215.11,99.02,NF196956,ugtkpo@email.com,2025-12-06,2025-12-06,PR,36,Loja,Cartão
P5412,Tênis Masculino,359.54,223.06,136.48,NF794118,imatth@email.com,2026-04-11,2026-04-11,PR,38,Loja,Dinheiro
P5413,Tênis Feminino,131.6,102.2,29.4,NF752568,qmfasb@email.com,2025-09-14,2025-09-17,RS,38,Loja,Dinheiro
P5414,Tênis Masculino,130.51,88.05,42.46,NF328101,ulzqtz@email.com,2026-03-11,2026-03-16,MG,37,Loja,Dinheiro
P5415,Camiseta Masculina,85.52,51.84,33.68,NF988529,jfpwkc@email.com,2026-01-17,2026-01-20,RS,41,Online,Cartão
P5416,Camiseta Masculina,306.72,253.34,53.38,NF458384,wuwpnv@email.com,2025-11-06,2025-11-08,PE,38,Loja,Boleto
P5417,Calça Feminina,404.47,217.68,186.79,NF954899,wmqvoe@email.com,2025-04-22,2025-04-22,SC,38,Loja,Dinheiro
P5418,Calça Feminina,308.5,221.27,87.23,NF557564,pemoyv@email.com,2025-05-25,2025-05-29,SC,41,Loja,Pix
P5419,Tênis Feminino,237.58,126.75,110.83,NF521132,jpnpvx@email.com,2026-02-26,2026-02-28,RJ,42,Online,Cartão
P5420,Calça Feminina,88.06,56.73,31.33,NF155138,bwszhu@email.com,2025-03-31,2025-03-31,RS,37,Loja,Pix
P5421,Tênis Masculino,450.77,280.76,170.01,NF953409,kggfek@email.com,2025-06-20,2025-06-20,PB,39,Loja,Dinheiro
P5422,Tênis Masculino,69.59,56.61,12.98,NF561223,uyxnbr@email.com,2026-03-14,2026-03-18,MG,41,Loja,Pix
P5423,Camiseta Masculina,142.7,83.2,59.5,NF269148,hrmwbs@email.com,2025-07-24,2025-07-24,PB,37,Online,Cartão
P5424,Tênis Feminino,433.74,232.26,201.48,NF552448,bjpybs@email.com,2026-01-07,2026-01-11,PE,G,Online,Cartão
P5425,Calça Masculina,327.87,178.39,149.48,NF742801,kqwfne@email.com,2025-11-03,2025-11-07,RS,37,Online,Pix
P5426,Tênis Feminino,97.93,73.51,24.42,NF272152,zmgzbv@email.com,2025-08-01,2025-08-04,CE,37,Online,Dinheiro
P5427,Tênis Feminino,230.01,146.27,83.74,NF552799,dctgil@email.com,2025-12-28,2025-12-30,RJ,38,Loja,Cartão
P5428,Camiseta Masculina,174.77,127.79,46.98,NF452577,ktunwi@email.com,2025-07-26,2025-07-26,SC,39,Loja,Dinheiro
P5429,Tênis Masculino,234.41,160.81,73.6,NF345989,rrhfvm@email.com,2025-10-06,2025-10-06,SP,39,Online,Pix
P5430,Tênis Feminino,390.43,269.53,120.9,NF559742,qyqrkm@email.com,2025-08-22,2025-08-25,CE,M,Online,Dinheiro
P5431,Camiseta Feminina,304.18,159.67,144.51,NF293840,yqhaol@email.com,2025-03-29,2025-03-30,SC,G,Loja,Boleto
P5432,Tênis Feminino,298.56,157.26,141.3,NF136276,soprgy@email.com,2025-07-21,2025-07-23,RJ,38,Online,Dinheiro
P5433,Tênis Feminino,472.13,240.52,231.61,NF698047,fbqxvm@email.com,2026-01-27,2026-01-28,RS,G,Loja,Cartão
P5434,Camiseta Masculina,128.73,77.16,51.57,NF317676,pjycfe@email.com,2025-02-16,2025-02-20,PB,39,Online,Pix
P5435,Tênis Feminino,581.24,292.49,288.75,NF612214,mgchnc@email.com,2025-04-19,2025-04-21,PR,41,Online,Pix
P5436,Tênis Masculino,280.2,157.52,122.68,NF601012,wzpisw@email.com,2025-04-07,2025-04-12,RJ,M,Online,Dinheiro
P5437,Tênis Masculino,328.93,172.28,156.65,NF103280,jqrnem@email.com,2025-08-22,2025-08-23,PR,P,Online,Boleto
P5438,Camiseta Masculina,294.54,160.39,134.15,NF320779,aovfcs@email.com,2025-05-24,2025-05-27,RS,P,Loja,Cartão
P5439,Camiseta Feminina,208.71,137.9,70.81,NF492960,iegkmb@email.com,2025-03-28,2025-04-01,PE,P,Online,Dinheiro
P5440,Camiseta Masculina,391.41,239.03,152.38,NF261777,gjwkfv@email.com,2025-02-26,2025-03-02,RS,37,Loja,Dinheiro
P5441,Calça Feminina,228.74,135.57,93.17,NF979969,jimfpp@email.com,2025-01-13,2025-01-17,CE,42,Loja,Boleto
P5442,Tênis Masculino,307.78,158.01,149.77,NF828019,cpraul@email.com,2025-06-11,2025-06-15,MG,40,Online,Boleto
P5443,Calça Masculina,138.24,105.98,32.26,NF891783,jlkwdn@email.com,2025-03-04,2025-03-08,PR,P,Loja,Pix
P5444,Tênis Feminino,108.38,72.11,36.27,NF975083,lodwic@email.com,2025-05-19,2025-05-20,PB,37,Loja,Cartão
P5445,Tênis Masculino,94.49,65.79,28.7,NF214150,prrhix@email.com,2026-03-16,2026-03-18,SC,37,Online,Dinheiro
P5446,Tênis Masculino,421.78,245.02,176.76,NF989845,qglfye@email.com,2025-04-10,2025-04-11,RJ,36,Loja,Boleto
P5447,Tênis Feminino,90.38,58.68,31.7,NF536420,dembyp@email.com,2025-04-02,2025-04-06,SC,M,Loja,Pix
P5448,Tênis Masculino,142.15,76.66,65.49,NF534677,bccbbk@email.com,2025-05-26,2025-05-27,PR,42,Loja,Boleto
P5449,Calça Feminina,173.88,144.82,29.06,NF197842,hyxbbw@email.com,2026-04-04,2026-04-06,BA,38,Loja,Pix
P5450,Camiseta Feminina,259.03,129.83,129.2,NF742121,wosevt@email.com,2025-06-15,2025-06-19,CE,M,Loja,Cartão
P5451,Calça Masculina,520.05,282.73,237.32,NF983971,hcicnw@email.com,2025-10-03,2025-10-03,PR,P,Loja,Pix
P5452,Tênis Masculino,445.2,249.68,195.52,NF706346,orqdwu@email.com,2025-04-21,2025-04-26,PR,M,Online,Boleto
P5453,Calça Masculina,212.73,158.8,53.93,NF274943,rjfenk@email.com,2026-03-22,2026-03-27,RS,40,Online,Dinheiro
P5454,Tênis Feminino,361.12,259.32,101.8,NF858931,snnunn@email.com,2026-03-19,2026-03-19,PR,40,Loja,Boleto
P5455,Camiseta Masculina,328.39,258.28,70.11,NF644269,lumuma@email.com,2025-08-19,2025-08-19,CE,G,Loja,Dinheiro
P5456,Tênis Feminino,328.34,195.54,132.8,NF624384,zkzemz@email.com,2025-03-15,2025-03-15,PR,G,Loja,Boleto
P5457,Camiseta Feminina,149.21,105.93,43.28,NF581936,foneox@email.com,2025-06-13,2025-06-18,PR,41,Loja,Dinheiro
P5458,Tênis Masculino,189.44,127.37,62.07,NF444192,tdhlbk@email.com,2025-10-14,2025-10-14,RS,M,Loja,Pix
P5459,Camiseta Feminina,216.95,171.68,45.27,NF304566,bhigbz@email.com,2025-06-11,2025-06-15,MG,42,Loja,Cartão
P5460,Tênis Feminino,109.3,63.65,45.65,NF457038,ugsckt@email.com,2025-02-18,2025-02-23,SP,P,Loja,Dinheiro
P5461,Tênis Feminino,117.47,91.26,26.21,NF306588,zkeoje@email.com,2025-02-18,2025-02-18,SC,40,Online,Cartão
P5462,Calça Masculina,164.21,104.5,59.71,NF264938,ewfvkg@email.com,2026-04-24,2026-04-29,PB,36,Online,Cartão
P5463,Tênis Feminino,328.93,231.76,97.17,NF730182,svrrts@email.com,2025-06-19,2025-06-23,RJ,39,Loja,Cartão
P5464,Tênis Feminino,503.04,274.46,228.58,NF652497,bgfaye@email.com,2025-07-04,2025-07-08,MG,41,Loja,Dinheiro
P5465,Tênis Feminino,503.13,281.64,221.49,NF892684,rhryop@email.com,2026-03-29,2026-04-01,CE,41,Online,Cartão
P5466,Tênis Masculino,161.76,132.06,29.7,NF418272,pdbgmm@email.com,2025-09-02,2025-09-05,RJ,41,Online,Pix
P5467,Camiseta Feminina,115.63,82.74,32.89,NF802140,moyftl@email.com,2025-09-03,2025-09-07,RJ,38,Online,Dinheiro
P5468,Calça Feminina,451.85,293.46,158.39,NF344492,jkymkd@email.com,2026-01-23,2026-01-26,PE,M,Loja,Pix
P5469,Calça Masculina,257.27,154.03,103.24,NF400563,mmtrix@email.com,2026-04-23,2026-04-23,RJ,37,Online,Boleto
P5470,Calça Feminina,335.31,169.25,166.06,NF635294,aaksvp@email.com,2025-07-04,2025-07-08,PB,G,Online,Dinheiro
P5471,Calça Masculina,367.46,279.08,88.38,NF842755,ralric@email.com,2026-02-24,2026-02-26,PR,39,Online,Cartão
P5472,Tênis Masculino,165.52,94.69,70.83,NF594349,clrsna@email.com,2025-07-14,2025-07-16,PR,38,Online,Dinheiro
P5473,Tênis Masculino,300.44,222.3,78.14,NF122564,emeibe@email.com,2026-04-24,2026-04-28,CE,40,Online,Dinheiro
P5474,Tênis Feminino,143.19,72.52,70.67,NF880305,ftynte@email.com,2025-07-13,2025-07-14,RJ,P,Online,Cartão
P5475,Calça Masculina,448.55,298.62,149.93,NF380250,tcgkag@email.com,2026-03-09,2026-03-12,BA,P,Loja,Dinheiro
P5476,Camiseta Masculina,143.19,101.3,41.89,NF976206,wvrmes@email.com,2026-03-21,2026-03-24,SP,36,Online,Pix
P5477,Camiseta Feminina,164.55,118.28,46.27,NF148803,eftrcn@email.com,2025-07-17,2025-07-22,BA,39,Online,Cartão
P5478,Tênis Feminino,278.94,194.42,84.52,NF298117,edssqo@email.com,2026-02-01,2026-02-01,SP,38,Loja,Pix
P5479,Tênis Feminino,185.57,126.73,58.84,NF498350,skdxcr@email.com,2025-11-18,2025-11-18,SP,39,Online,Boleto
P5480,Camiseta Masculina,287.37,214.44,72.93,NF878367,weonio@email.com,2025-09-24,2025-09-24,PB,36,Loja,Pix
P5481,Camiseta Masculina,146.06,86.99,59.07,NF942510,glosdg@email.com,2025-11-28,2025-11-29,RJ,42,Online,Cartão
P5482,Camiseta Feminina,293.58,186.25,107.33,NF663329,inszfp@email.com,2025-06-22,2025-06-27,PB,42,Online,Cartão
P5483,Calça Feminina,224.49,148.14,76.35,NF455555,jwjsgv@email.com,2025-05-08,2025-05-13,SC,36,Online,Boleto
P5484,Calça Feminina,198.11,144.58,53.53,NF924587,fizgxh@email.com,2025-10-16,2025-10-18,PB,37,Loja,Cartão
P5485,Tênis Masculino,545.06,278.69,266.37,NF216516,iwxucf@email.com,2025-09-23,2025-09-24,MG,39,Loja,Boleto
P5486,Camiseta Masculina,77.93,50.72,27.21,NF795465,tkkuag@email.com,2025-02-23,2025-02-28,PB,M,Loja,Cartão
P5487,Tênis Masculino,372.8,272.17,100.63,NF540954,xrseql@email.com,2026-01-06,2026-01-08,PB,42,Loja,Pix
P5488,Calça Masculina,311.74,186.05,125.69,NF650397,kprhcv@email.com,2026-04-27,2026-05-02,SP,42,Online,Boleto
P5489,Calça Masculina,244.12,181.09,63.03,NF886258,eunkbs@email.com,2025-09-23,2025-09-23,PE,36,Loja,Boleto
P5490,Calça Masculina,409.11,259.25,149.86,NF383035,lrwodk@email.com,2026-01-18,2026-01-21,BA,38,Loja,Cartão
P5491,Calça Feminina,402.88,210.82,192.06,NF591742,khswsw@email.com,2025-09-22,2025-09-25,SP,40,Loja,Boleto
P5492,Calça Feminina,200.89,141.09,59.8,NF448208,ytqswm@email.com,2025-08-16,2025-08-19,PE,P,Online,Boleto
P5493,Tênis Masculino,384.92,295.78,89.14,NF911710,kphxxw@email.com,2026-01-18,2026-01-19,RJ,G,Online,Boleto
P5494,Camiseta Feminina,143.21,91.26,51.95,NF871588,oqdiar@email.com,2026-01-09,2026-01-13,RS,42,Loja,Cartão
P5495,Calça Feminina,134.42,78.3,56.12,NF563214,zllyxc@email.com,2025-08-23,2025-08-27,RS,M,Online,Pix
P5496,Camiseta Masculina,198.8,152.75,46.05,NF811089,asjpkz@email.com,2025-12-28,2025-12-30,SC,36,Loja,Boleto
P5497,Tênis Masculino,352.25,220.97,131.28,NF163819,dzzjyy@email.com,2026-04-20,2026-04-24,PE,G,Loja,Pix
