cod_produto,produto,valor_venda,custo_produto,lucro,nota_fiscal,email_cliente,data_criacao_pedido,data_venda,estado,tamanho,canal_venda,forma_pagamento,quantidade
5011,Bermuda,322.64,176.82,145.82,54011,cliente4011@email.com,2026-03-24,2026-03-29,RJ,40,Loja,Pix,1
5012,Tenis Corrida,117.13,80.5,36.63,54012,cliente4012@email.com,2026-03-10,2026-03-11,PE,M,Loja,Boleto,5
5013,Bermuda,353.79,175.45,178.34,54013,cliente4013@email.com,2026-03-28,2026-03-28,RS,M,Online,Boleto,3
5014,Blusa Moletom,319.1,218.42,100.68,54014,cliente4014@email.com,2026-03-28,2026-03-29,SC,43,Online,Boleto,1
5015,Tenis Corrida,155.21,82.97,72.24,54015,cliente4015@email.com,2026-02-03,2026-02-04,CE,42,Online,Boleto,5
5016,Camiseta Basica,386.45,187.81,198.64,54016,cliente4016@email.com,2026-04-18,2026-04-20,SC,43,Loja,Cartao,1
5017,Tenis Corrida,301.8,174.72,127.08,54017,cliente4017@email.com,2026-04-12,2026-04-14,SP,38,Loja,Pix,4
5018,Calca Jeans,359.92,231.79,128.13,54018,cliente4018@email.com,2026-02-08,2026-02-10,SC,GG,Loja,Cartao,5
5019,Calca Jeans,117.16,72.53,44.63,54019,cliente4019@email.com,2026-04-27,2026-04-27,PE,M,Online,Boleto,4
5020,Camiseta Basica,71.75,32.66,39.09,54020,cliente4020@email.com,2026-03-27,2026-03-28,GO,38,Online,Pix,1
5021,Regata Esportiva,255.8,158.88,96.92,54021,cliente4021@email.com,2026-04-07,2026-04-07,GO,GG,Loja,Pix,2
5022,Tenis Casual,90.13,36.47,53.66,54022,cliente4022@email.com,2026-03-18,2026-03-23,PR,41,Loja,Cartao,5
5023,Tenis Corrida,298.06,123.19,174.87,54023,cliente4023@email.com,2026-04-01,2026-04-03,MG,38,Loja,Boleto,1
5024,Tenis Esportivo,227.86,132.86,95.0,54024,cliente4024@email.com,2026-03-04,2026-03-09,PE,41,Loja,Pix,1
5025,Bermuda,223.1,97.81,125.29,54025,cliente4025@email.com,2026-03-25,2026-03-28,BA,40,Online,Cartao,3
5026,Camiseta Basica,290.26,124.78,165.48,54026,cliente4026@email.com,2026-02-04,2026-02-05,GO,M,Loja,Cartao,1
5027,Calca Jeans,209.94,143.19,66.75,54027,cliente4027@email.com,2026-04-24,2026-04-25,SP,39,Loja,Boleto,4
5028,Calca Jeans,331.74,175.73,156.01,54028,cliente4028@email.com,2026-04-27,2026-04-27,SC,G,Online,Pix,5
5029,Bermuda,347.5,235.3,112.2,54029,cliente4029@email.com,2026-02-18,2026-02-23,CE,GG,Loja,Boleto,2
5030,Tenis Corrida,221.66,145.4,76.26,54030,cliente4030@email.com,2026-01-15,2026-01-15,GO,40,Loja,Boleto,2
5031,Blusa Moletom,392.73,268.02,124.71,54031,cliente4031@email.com,2026-03-03,2026-03-06,SC,42,Online,Cartao,4
5032,Tenis Esportivo,98.38,45.73,52.65,54032,cliente4032@email.com,2026-04-20,2026-04-25,BA,38,Online,Cartao,5
5033,Tenis Corrida,114.77,47.34,67.43,54033,cliente4033@email.com,2026-04-26,2026-04-26,SC,41,Online,Pix,2
5034,Calca Jeans,58.63,30.38,28.25,54034,cliente4034@email.com,2026-03-06,2026-03-07,GO,39,Online,Boleto,4
5035,Calca Jeans,366.75,192.12,174.63,54035,cliente4035@email.com,2026-01-30,2026-02-01,RS,42,Online,Boleto,4
5036,Calca Jeans,259.28,179.54,79.74,54036,cliente4036@email.com,2026-02-06,2026-02-09,PR,42,Loja,Cartao,1
5037,Blusa Moletom,193.53,106.81,86.72,54037,cliente4037@email.com,2026-01-24,2026-01-24,RS,40,Online,Cartao,5
5038,Blusa Moletom,151.88,70.59,81.29,54038,cliente4038@email.com,2026-03-24,2026-03-27,RJ,M,Online,Pix,5
5039,Tenis Esportivo,121.11,66.51,54.6,54039,cliente4039@email.com,2026-01-09,2026-01-11,PE,GG,Loja,Pix,4
5040,Camiseta Basica,309.95,199.55,110.4,54040,cliente4040@email.com,2026-02-16,2026-02-16,PR,42,Loja,Cartao,1
5041,Tenis Esportivo,275.92,145.69,130.23,54041,cliente4041@email.com,2026-02-19,2026-02-19,CE,M,Loja,Cartao,2
5042,Camiseta Basica,283.51,138.37,145.14,54042,cliente4042@email.com,2026-02-02,2026-02-05,SC,39,Online,Boleto,1
5043,Calca Jeans,344.49,165.73,178.76,54043,cliente4043@email.com,2026-03-01,2026-03-05,RJ,40,Online,Boleto,1
5044,Tenis Esportivo,363.18,234.36,128.82,54044,cliente4044@email.com,2026-03-23,2026-03-25,GO,GG,Loja,Pix,5
5045,Regata Esportiva,83.47,39.77,43.7,54045,cliente4045@email.com,2026-02-27,2026-02-28,GO,42,Online,Boleto,4
5046,Camiseta Basica,358.58,222.42,136.16,54046,cliente4046@email.com,2026-04-23,2026-04-23,CE,39,Loja,Pix,2
5047,Camiseta Basica,367.04,195.66,171.38,54047,cliente4047@email.com,2026-01-21,2026-01-23,GO,GG,Loja,Boleto,4
5048,Tenis Corrida,273.06,124.22,148.84,54048,cliente4048@email.com,2026-03-04,2026-03-09,GO,41,Loja,Boleto,1
5049,Blusa Moletom,107.63,71.52,36.11,54049,cliente4049@email.com,2026-02-01,2026-02-03,GO,43,Online,Cartao,4
5050,Bermuda,186.13,99.45,86.68,54050,cliente4050@email.com,2026-03-08,2026-03-11,SP,G,Loja,Cartao,4
5051,Camiseta Basica,287.26,163.38,123.88,54051,cliente4051@email.com,2026-03-03,2026-03-04,PE,38,Online,Boleto,5
5052,Calca Jeans,144.65,77.59,67.06,54052,cliente4052@email.com,2026-01-20,2026-01-23,RJ,41,Online,Cartao,5
5053,Bermuda,107.44,58.05,49.39,54053,cliente4053@email.com,2026-04-19,2026-04-22,PE,GG,Loja,Boleto,3
5054,Tenis Corrida,158.94,109.5,49.44,54054,cliente4054@email.com,2026-04-20,2026-04-23,BA,G,Loja,Boleto,1
5055,Calca Jeans,91.19,62.84,28.35,54055,cliente4055@email.com,2026-03-24,2026-03-27,PR,43,Loja,Boleto,1
5056,Calca Jeans,148.49,97.72,50.77,54056,cliente4056@email.com,2026-03-05,2026-03-05,GO,P,Online,Cartao,1
5057,Blusa Moletom,172.18,95.22,76.96,54057,cliente4057@email.com,2026-02-19,2026-02-22,RJ,GG,Loja,Cartao,1
5058,Tenis Esportivo,91.62,58.27,33.35,54058,cliente4058@email.com,2026-01-15,2026-01-19,BA,40,Online,Boleto,5
5059,Bermuda,66.01,33.38,32.63,54059,cliente4059@email.com,2026-02-18,2026-02-21,BA,39,Online,Boleto,4
5060,Tenis Corrida,277.8,165.79,112.01,54060,cliente4060@email.com,2026-03-23,2026-03-26,RJ,GG,Online,Cartao,3
5061,Camiseta Basica,300.76,164.26,136.5,54061,cliente4061@email.com,2026-01-26,2026-01-31,MG,41,Online,Pix,2
5062,Tenis Corrida,226.24,106.07,120.17,54062,cliente4062@email.com,2026-03-08,2026-03-09,SP,M,Online,Pix,1
5063,Tenis Esportivo,321.22,175.14,146.08,54063,cliente4063@email.com,2026-04-11,2026-04-14,BA,39,Loja,Pix,4
5064,Regata Esportiva,114.41,73.37,41.04,54064,cliente4064@email.com,2026-03-15,2026-03-19,PR,40,Loja,Boleto,4
5065,Blusa Moletom,362.09,148.17,213.92,54065,cliente4065@email.com,2026-03-30,2026-03-31,GO,40,Loja,Cartao,5
5066,Bermuda,250.74,139.89,110.85,54066,cliente4066@email.com,2026-02-17,2026-02-22,SP,40,Online,Boleto,4
5067,Tenis Corrida,133.86,78.12,55.74,54067,cliente4067@email.com,2026-04-23,2026-04-23,SP,40,Online,Boleto,4
5068,Camiseta Basica,54.65,33.97,20.68,54068,cliente4068@email.com,2026-04-24,2026-04-25,PR,43,Online,Boleto,4
5069,Regata Esportiva,333.31,207.85,125.46,54069,cliente4069@email.com,2026-03-09,2026-03-14,RS,P,Loja,Boleto,1
5070,Calca Jeans,102.06,48.01,54.05,54070,cliente4070@email.com,2026-01-19,2026-01-20,SP,G,Loja,Boleto,3
5071,Tenis Corrida,82.45,53.05,29.4,54071,cliente4071@email.com,2026-01-05,2026-01-05,CE,38,Loja,Cartao,5
5072,Regata Esportiva,267.33,163.03,104.3,54072,cliente4072@email.com,2026-03-02,2026-03-04,PR,38,Online,Pix,4
5073,Tenis Esportivo,126.9,69.22,57.68,54073,cliente4073@email.com,2026-01-05,2026-01-06,MG,39,Loja,Pix,2
5074,Tenis Esportivo,287.03,121.21,165.82,54074,cliente4074@email.com,2026-02-11,2026-02-13,MG,43,Online,Boleto,2
5075,Tenis Esportivo,354.43,242.32,112.11,54075,cliente4075@email.com,2026-02-01,2026-02-03,PR,M,Loja,Cartao,5
5076,Calca Jeans,108.48,49.12,59.36,54076,cliente4076@email.com,2026-01-09,2026-01-13,RJ,M,Loja,Pix,1
5077,Tenis Corrida,341.44,158.0,183.44,54077,cliente4077@email.com,2026-03-18,2026-03-23,CE,40,Loja,Cartao,1
5078,Camiseta Basica,218.1,109.08,109.02,54078,cliente4078@email.com,2026-04-08,2026-04-10,PE,39,Online,Cartao,4
5079,Calca Jeans,253.42,173.73,79.69,54079,cliente4079@email.com,2026-03-31,2026-04-02,MG,39,Online,Cartao,5
5080,Tenis Corrida,125.41,52.91,72.5,54080,cliente4080@email.com,2026-02-03,2026-02-03,SP,P,Online,Pix,5
5081,Camiseta Basica,390.92,179.04,211.88,54081,cliente4081@email.com,2026-03-22,2026-03-25,PE,G,Loja,Pix,4
5082,Tenis Casual,173.12,107.87,65.25,54082,cliente4082@email.com,2026-05-01,2026-05-04,SC,G,Online,Boleto,5
5083,Bermuda,127.28,53.92,73.36,54083,cliente4083@email.com,2026-02-01,2026-02-04,RJ,42,Online,Pix,2
5084,Bermuda,132.05,77.71,54.34,54084,cliente4084@email.com,2026-03-09,2026-03-09,BA,39,Loja,Pix,2
5085,Calca Jeans,316.84,163.58,153.26,54085,cliente4085@email.com,2026-01-31,2026-02-02,MG,41,Loja,Boleto,5
5086,Tenis Casual,244.39,166.95,77.44,54086,cliente4086@email.com,2026-01-27,2026-01-29,SP,P,Loja,Boleto,1
5087,Blusa Moletom,377.69,260.22,117.47,54087,cliente4087@email.com,2026-03-14,2026-03-18,PE,41,Loja,Boleto,2
5088,Tenis Esportivo,175.64,103.47,72.17,54088,cliente4088@email.com,2026-04-03,2026-04-07,BA,39,Online,Boleto,3
5089,Regata Esportiva,390.23,203.09,187.14,54089,cliente4089@email.com,2026-04-12,2026-04-14,PR,40,Loja,Pix,2
5090,Blusa Moletom,232.63,130.51,102.12,54090,cliente4090@email.com,2026-04-02,2026-04-02,PE,41,Loja,Pix,4
5091,Calca Jeans,183.76,105.58,78.18,54091,cliente4091@email.com,2026-02-08,2026-02-11,SC,40,Online,Pix,3
5092,Tenis Corrida,289.69,195.68,94.01,54092,cliente4092@email.com,2026-02-17,2026-02-22,RS,40,Online,Pix,4
5093,Calca Jeans,94.73,42.45,52.28,54093,cliente4093@email.com,2026-01-26,2026-01-29,PR,39,Loja,Cartao,5
5094,Regata Esportiva,187.52,103.76,83.76,54094,cliente4094@email.com,2026-02-01,2026-02-03,PR,42,Loja,Pix,4
5095,Tenis Casual,133.41,69.24,64.17,54095,cliente4095@email.com,2026-01-21,2026-01-25,GO,GG,Loja,Boleto,1
5096,Bermuda,346.82,160.23,186.59,54096,cliente4096@email.com,2026-05-01,2026-05-01,MG,43,Loja,Cartao,3
5097,Regata Esportiva,295.89,171.29,124.6,54097,cliente4097@email.com,2026-04-03,2026-04-04,PR,G,Loja,Cartao,1
5098,Calca Jeans,130.41,84.67,45.74,54098,cliente4098@email.com,2026-01-25,2026-01-29,BA,41,Loja,Boleto,1
5099,Camiseta Basica,196.64,82.43,114.21,54099,cliente4099@email.com,2026-03-31,2026-04-04,CE,M,Online,Boleto,5
5100,Tenis Corrida,304.53,176.04,128.49,54100,cliente4100@email.com,2026-02-13,2026-02-16,PR,42,Online,Cartao,4
5101,Tenis Esportivo,129.14,71.87,57.27,54101,cliente4101@email.com,2026-01-24,2026-01-27,PR,P,Loja,Cartao,5
5102,Bermuda,162.74,102.36,60.38,54102,cliente4102@email.com,2026-03-29,2026-04-01,RJ,P,Loja,Cartao,5
5103,Tenis Corrida,159.21,94.45,64.76,54103,cliente4103@email.com,2026-02-21,2026-02-22,PE,M,Online,Pix,5
5104,Camiseta Basica,284.71,138.35,146.36,54104,cliente4104@email.com,2026-02-05,2026-02-05,CE,G,Loja,Boleto,4
5105,Tenis Esportivo,66.85,28.55,38.3,54105,cliente4105@email.com,2026-02-15,2026-02-19,SP,38,Online,Cartao,3
5106,Tenis Corrida,349.28,219.44,129.84,54106,cliente4106@email.com,2026-04-23,2026-04-23,GO,38,Loja,Boleto,1
5107,Bermuda,323.65,200.59,123.06,54107,cliente4107@email.com,2026-01-08,2026-01-10,SC,41,Loja,Cartao,1
5108,Tenis Esportivo,272.65,110.26,162.39,54108,cliente4108@email.com,2026-04-06,2026-04-10,RJ,M,Loja,Pix,5
5109,Camiseta Basica,171.98,74.51,97.47,54109,cliente4109@email.com,2026-04-07,2026-04-08,GO,42,Loja,Boleto,2
5110,Tenis Casual,316.55,190.64,125.91,54110,cliente4110@email.com,2026-04-05,2026-04-09,PR,M,Loja,Pix,4
5111,Bermuda,327.2,208.44,118.76,54111,cliente4111@email.com,2026-01-11,2026-01-16,CE,38,Online,Pix,4
5112,Calca Jeans,106.04,71.84,34.2,54112,cliente4112@email.com,2026-03-09,2026-03-14,GO,43,Loja,Boleto,3
5113,Tenis Corrida,358.96,210.22,148.74,54113,cliente4113@email.com,2026-04-02,2026-04-05,RS,43,Loja,Cartao,1
5114,Regata Esportiva,92.11,54.96,37.15,54114,cliente4114@email.com,2026-04-28,2026-04-30,SC,42,Online,Cartao,5
5115,Calca Jeans,393.59,225.58,168.01,54115,cliente4115@email.com,2026-03-06,2026-03-08,MG,41,Online,Cartao,5
5116,Camiseta Basica,275.22,110.23,164.99,54116,cliente4116@email.com,2026-02-28,2026-02-28,RS,39,Loja,Pix,5
5117,Tenis Esportivo,262.54,122.95,139.59,54117,cliente4117@email.com,2026-01-28,2026-02-01,RJ,40,Loja,Cartao,4
5118,Tenis Casual,225.56,138.31,87.25,54118,cliente4118@email.com,2026-04-22,2026-04-26,SP,G,Loja,Pix,1
5119,Tenis Esportivo,214.46,143.0,71.46,54119,cliente4119@email.com,2026-04-29,2026-04-29,RJ,41,Online,Cartao,2
5120,Regata Esportiva,167.59,101.19,66.4,54120,cliente4120@email.com,2026-04-08,2026-04-09,MG,39,Online,Pix,2
5121,Regata Esportiva,396.18,208.88,187.3,54121,cliente4121@email.com,2026-04-04,2026-04-09,MG,GG,Online,Boleto,3
5122,Calca Jeans,159.02,65.19,93.83,54122,cliente4122@email.com,2026-01-16,2026-01-18,PE,M,Online,Cartao,1
5123,Camiseta Basica,303.84,131.79,172.05,54123,cliente4123@email.com,2026-01-12,2026-01-13,PR,G,Loja,Cartao,2
5124,Tenis Corrida,394.05,181.27,212.78,54124,cliente4124@email.com,2026-01-23,2026-01-24,MG,38,Loja,Cartao,2
5125,Camiseta Basica,103.2,56.52,46.68,54125,cliente4125@email.com,2026-03-17,2026-03-17,SC,39,Loja,Cartao,4
5126,Camiseta Basica,54.19,30.07,24.12,54126,cliente4126@email.com,2026-02-18,2026-02-19,CE,G,Online,Cartao,2
5127,Tenis Esportivo,239.07,160.8,78.27,54127,cliente4127@email.com,2026-04-01,2026-04-01,PR,39,Loja,Cartao,5
5128,Regata Esportiva,376.36,240.04,136.32,54128,cliente4128@email.com,2026-03-05,2026-03-07,SC,M,Online,Cartao,1
5129,Bermuda,190.92,104.1,86.82,54129,cliente4129@email.com,2026-04-01,2026-04-05,GO,41,Loja,Pix,5
5130,Regata Esportiva,83.83,49.56,34.27,54130,cliente4130@email.com,2026-01-28,2026-01-30,GO,42,Online,Boleto,4
5131,Tenis Corrida,318.57,207.64,110.93,54131,cliente4131@email.com,2026-04-22,2026-04-22,PR,39,Loja,Cartao,2
5132,Tenis Corrida,303.48,135.67,167.81,54132,cliente4132@email.com,2026-03-12,2026-03-16,MG,GG,Online,Boleto,2
5133,Regata Esportiva,207.22,89.32,117.9,54133,cliente4133@email.com,2026-04-07,2026-04-08,SC,42,Online,Cartao,5
5134,Tenis Casual,173.55,90.32,83.23,54134,cliente4134@email.com,2026-03-06,2026-03-07,PE,38,Loja,Pix,5
5135,Camiseta Basica,328.26,134.61,193.65,54135,cliente4135@email.com,2026-01-16,2026-01-16,RS,38,Online,Boleto,2
5136,Tenis Esportivo,188.0,97.51,90.49,54136,cliente4136@email.com,2026-01-09,2026-01-12,SP,P,Online,Boleto,4
5137,Calca Jeans,343.32,193.7,149.62,54137,cliente4137@email.com,2026-02-20,2026-02-23,RJ,GG,Online,Pix,2
5138,Tenis Casual,206.81,97.04,109.77,54138,cliente4138@email.com,2026-05-01,2026-05-05,RJ,G,Loja,Pix,5
5139,Tenis Corrida,388.6,232.18,156.42,54139,cliente4139@email.com,2026-03-12,2026-03-16,PR,43,Loja,Cartao,3
5140,Tenis Casual,147.57,71.4,76.17,54140,cliente4140@email.com,2026-02-14,2026-02-15,PE,39,Online,Cartao,2
5141,Regata Esportiva,172.55,75.19,97.36,54141,cliente4141@email.com,2026-01-22,2026-01-23,GO,P,Online,Boleto,2
5142,Blusa Moletom,54.26,25.78,28.48,54142,cliente4142@email.com,2026-01-11,2026-01-16,CE,G,Loja,Boleto,4
5143,Blusa Moletom,61.08,25.19,35.89,54143,cliente4143@email.com,2026-02-01,2026-02-01,SP,41,Online,Pix,2
5144,Tenis Corrida,257.01,162.75,94.26,54144,cliente4144@email.com,2026-01-14,2026-01-18,BA,40,Online,Cartao,5
5145,Bermuda,361.91,207.21,154.7,54145,cliente4145@email.com,2026-01-05,2026-01-07,MG,P,Online,Boleto,4
5146,Tenis Casual,278.38,153.33,125.05,54146,cliente4146@email.com,2026-04-26,2026-04-28,BA,P,Loja,Boleto,4
5147,Blusa Moletom,273.9,133.94,139.96,54147,cliente4147@email.com,2026-04-05,2026-04-08,GO,42,Loja,Boleto,3
5148,Blusa Moletom,321.24,212.38,108.86,54148,cliente4148@email.com,2026-02-02,2026-02-03,BA,GG,Online,Cartao,5
5149,Tenis Corrida,306.61,180.04,126.57,54149,cliente4149@email.com,2026-02-08,2026-02-09,SC,GG,Online,Pix,2
5150,Bermuda,130.42,69.68,60.74,54150,cliente4150@email.com,2026-02-15,2026-02-20,BA,G,Loja,Cartao,4
5151,Tenis Casual,316.57,128.81,187.76,54151,cliente4151@email.com,2026-02-10,2026-02-11,PR,P,Loja,Cartao,4
5152,Blusa Moletom,334.74,225.72,109.02,54152,cliente4152@email.com,2026-04-14,2026-04-15,RS,GG,Online,Pix,1
5153,Tenis Casual,235.18,152.42,82.76,54153,cliente4153@email.com,2026-02-03,2026-02-06,BA,M,Online,Boleto,4
5154,Blusa Moletom,252.94,119.81,133.13,54154,cliente4154@email.com,2026-01-16,2026-01-17,MG,41,Online,Cartao,2
5155,Tenis Casual,86.04,44.39,41.65,54155,cliente4155@email.com,2026-03-05,2026-03-10,RJ,38,Online,Boleto,5
5156,Bermuda,124.47,81.2,43.27,54156,cliente4156@email.com,2026-02-06,2026-02-09,GO,GG,Loja,Cartao,1
5157,Tenis Corrida,365.22,152.94,212.28,54157,cliente4157@email.com,2026-02-11,2026-02-15,PE,42,Loja,Cartao,4
5158,Camiseta Basica,182.44,109.19,73.25,54158,cliente4158@email.com,2026-03-10,2026-03-10,SP,41,Online,Cartao,4
5159,Bermuda,266.71,178.56,88.15,54159,cliente4159@email.com,2026-03-15,2026-03-16,SC,41,Online,Boleto,5
5160,Camiseta Basica,60.79,25.7,35.09,54160,cliente4160@email.com,2026-02-27,2026-02-28,SC,38,Loja,Pix,4
5161,Tenis Esportivo,93.64,65.41,28.23,54161,cliente4161@email.com,2026-01-02,2026-01-03,BA,GG,Online,Cartao,2
5162,Calca Jeans,69.17,27.81,41.36,54162,cliente4162@email.com,2026-03-07,2026-03-09,SP,P,Online,Cartao,5
5163,Tenis Casual,80.75,51.04,29.71,54163,cliente4163@email.com,2026-03-19,2026-03-24,RJ,P,Online,Boleto,3
5164,Tenis Corrida,325.31,155.84,169.47,54164,cliente4164@email.com,2026-01-23,2026-01-24,RS,GG,Online,Pix,4
5165,Regata Esportiva,179.76,81.1,98.66,54165,cliente4165@email.com,2026-01-18,2026-01-22,PE,39,Online,Cartao,5
5166,Tenis Esportivo,253.96,117.54,136.42,54166,cliente4166@email.com,2026-01-07,2026-01-08,RJ,G,Online,Cartao,5
5167,Tenis Corrida,368.18,204.82,163.36,54167,cliente4167@email.com,2026-01-06,2026-01-11,GO,41,Loja,Pix,2
5168,Tenis Esportivo,79.05,36.16,42.89,54168,cliente4168@email.com,2026-02-15,2026-02-18,PE,43,Online,Cartao,1
5169,Regata Esportiva,311.43,206.79,104.64,54169,cliente4169@email.com,2026-04-24,2026-04-24,MG,38,Online,Boleto,2
5170,Bermuda,162.75,109.55,53.2,54170,cliente4170@email.com,2026-04-25,2026-04-30,PE,42,Online,Pix,2
5171,Tenis Corrida,68.77,30.26,38.51,54171,cliente4171@email.com,2026-01-29,2026-01-30,PE,41,Loja,Boleto,5
5172,Calca Jeans,176.92,83.75,93.17,54172,cliente4172@email.com,2026-01-14,2026-01-14,SP,40,Loja,Cartao,4
5173,Camiseta Basica,120.6,75.18,45.42,54173,cliente4173@email.com,2026-02-18,2026-02-19,CE,43,Loja,Pix,3
5174,Tenis Corrida,153.65,67.38,86.27,54174,cliente4174@email.com,2026-03-13,2026-03-18,BA,M,Online,Boleto,4
5175,Calca Jeans,253.1,158.06,95.04,54175,cliente4175@email.com,2026-04-03,2026-04-06,GO,43,Online,Boleto,2
5176,Calca Jeans,90.64,50.54,40.1,54176,cliente4176@email.com,2026-04-07,2026-04-08,RJ,39,Loja,Pix,4
5177,Calca Jeans,254.68,150.32,104.36,54177,cliente4177@email.com,2026-02-14,2026-02-17,BA,42,Loja,Pix,2
5178,Tenis Esportivo,154.94,101.75,53.19,54178,cliente4178@email.com,2026-04-07,2026-04-08,GO,M,Loja,Cartao,2
5179,Regata Esportiva,247.11,161.83,85.28,54179,cliente4179@email.com,2026-04-29,2026-05-02,PR,P,Loja,Boleto,5
5180,Tenis Esportivo,147.9,84.85,63.05,54180,cliente4180@email.com,2026-04-29,2026-04-29,PE,41,Online,Pix,2
5181,Regata Esportiva,253.75,139.64,114.11,54181,cliente4181@email.com,2026-01-23,2026-01-24,GO,43,Loja,Cartao,1
5182,Regata Esportiva,102.0,49.63,52.37,54182,cliente4182@email.com,2026-02-23,2026-02-23,SC,38,Loja,Pix,3
5183,Bermuda,73.32,30.08,43.24,54183,cliente4183@email.com,2026-03-14,2026-03-17,SC,40,Loja,Boleto,1
5184,Camiseta Basica,298.17,136.59,161.58,54184,cliente4184@email.com,2026-04-15,2026-04-20,SP,43,Online,Pix,2
5185,Tenis Esportivo,399.6,270.08,129.52,54185,cliente4185@email.com,2026-01-03,2026-01-04,BA,39,Online,Cartao,3
5186,Tenis Casual,143.45,63.62,79.83,54186,cliente4186@email.com,2026-01-26,2026-01-28,RJ,GG,Online,Pix,5
5187,Tenis Corrida,302.88,167.7,135.18,54187,cliente4187@email.com,2026-04-10,2026-04-12,SC,41,Loja,Pix,5
5188,Tenis Esportivo,201.72,111.36,90.36,54188,cliente4188@email.com,2026-04-29,2026-05-03,SP,38,Loja,Cartao,5
5189,Tenis Casual,325.96,203.03,122.93,54189,cliente4189@email.com,2026-03-28,2026-04-02,RS,P,Loja,Boleto,4
5190,Tenis Casual,154.76,62.09,92.67,54190,cliente4190@email.com,2026-04-22,2026-04-25,GO,39,Loja,Cartao,4
5191,Tenis Esportivo,230.41,138.88,91.53,54191,cliente4191@email.com,2026-02-18,2026-02-22,PE,41,Loja,Boleto,4
5192,Blusa Moletom,394.87,198.81,196.06,54192,cliente4192@email.com,2026-04-16,2026-04-17,SP,M,Loja,Boleto,2
5193,Bermuda,275.62,145.14,130.48,54193,cliente4193@email.com,2026-01-06,2026-01-10,RS,P,Loja,Pix,2
5194,Bermuda,168.86,107.32,61.54,54194,cliente4194@email.com,2026-02-22,2026-02-27,SC,G,Loja,Boleto,2
5195,Tenis Esportivo,307.66,186.88,120.78,54195,cliente4195@email.com,2026-01-01,2026-01-02,CE,39,Online,Pix,1
5196,Blusa Moletom,125.57,81.98,43.59,54196,cliente4196@email.com,2026-02-06,2026-02-06,GO,GG,Loja,Cartao,4
5197,Calca Jeans,243.92,140.8,103.12,54197,cliente4197@email.com,2026-02-28,2026-03-05,RJ,M,Loja,Boleto,2
5198,Regata Esportiva,355.36,236.67,118.69,54198,cliente4198@email.com,2026-02-05,2026-02-09,BA,42,Online,Boleto,5
5199,Calca Jeans,292.15,157.74,134.41,54199,cliente4199@email.com,2026-02-10,2026-02-11,CE,39,Online,Cartao,1
5200,Tenis Corrida,60.6,37.6,23.0,54200,cliente4200@email.com,2026-01-24,2026-01-26,PE,P,Online,Pix,4
5201,Bermuda,132.3,59.81,72.49,54201,cliente4201@email.com,2026-04-04,2026-04-07,CE,41,Loja,Pix,5
5202,Tenis Esportivo,156.79,77.18,79.61,54202,cliente4202@email.com,2026-04-29,2026-04-29,GO,42,Online,Boleto,2
5203,Tenis Casual,104.08,72.21,31.87,54203,cliente4203@email.com,2026-02-05,2026-02-06,SC,43,Loja,Pix,5
5204,Tenis Casual,74.99,38.61,36.38,54204,cliente4204@email.com,2026-03-26,2026-03-28,BA,42,Loja,Cartao,3
5205,Tenis Casual,230.91,104.39,126.52,54205,cliente4205@email.com,2026-01-15,2026-01-15,RS,40,Online,Boleto,3
5206,Regata Esportiva,94.59,37.93,56.66,54206,cliente4206@email.com,2026-01-23,2026-01-28,PE,39,Loja,Cartao,2
5207,Tenis Corrida,242.27,98.31,143.96,54207,cliente4207@email.com,2026-05-01,2026-05-03,PR,G,Loja,Cartao,5
5208,Tenis Corrida,89.85,38.88,50.97,54208,cliente4208@email.com,2026-02-01,2026-02-02,GO,43,Loja,Pix,2
5209,Blusa Moletom,101.75,63.68,38.07,54209,cliente4209@email.com,2026-02-01,2026-02-04,BA,GG,Online,Cartao,1
5210,Camiseta Basica,155.6,82.62,72.98,54210,cliente4210@email.com,2026-01-22,2026-01-23,RS,GG,Loja,Cartao,2
5211,Blusa Moletom,142.17,69.47,72.7,54211,cliente4211@email.com,2026-02-05,2026-02-07,PR,M,Online,Boleto,2
5212,Blusa Moletom,298.08,194.34,103.74,54212,cliente4212@email.com,2026-03-24,2026-03-27,PE,41,Loja,Cartao,4
5213,Tenis Casual,367.34,152.03,215.31,54213,cliente4213@email.com,2026-03-08,2026-03-13,MG,38,Loja,Boleto,2
5214,Calca Jeans,122.32,85.42,36.9,54214,cliente4214@email.com,2026-03-10,2026-03-13,RJ,M,Loja,Cartao,1
5215,Tenis Casual,75.91,47.93,27.98,54215,cliente4215@email.com,2026-02-11,2026-02-16,RJ,G,Online,Cartao,3
5216,Bermuda,238.97,141.0,97.97,54216,cliente4216@email.com,2026-02-23,2026-02-23,PR,M,Loja,Boleto,5
5217,Tenis Casual,248.55,114.4,134.15,54217,cliente4217@email.com,2026-04-24,2026-04-27,GO,38,Loja,Boleto,3
5218,Tenis Corrida,101.71,57.24,44.47,54218,cliente4218@email.com,2026-04-07,2026-04-08,RS,38,Online,Cartao,1
5219,Blusa Moletom,382.79,192.96,189.83,54219,cliente4219@email.com,2026-04-22,2026-04-23,GO,43,Loja,Boleto,4
5220,Regata Esportiva,130.87,89.7,41.17,54220,cliente4220@email.com,2026-01-08,2026-01-09,BA,P,Online,Cartao,1
